3/26/17,100109,14:08,14:15,LAX
3/27/17,100110,14:24,14:37,SEA
3/28/17,100111,14:12,14:26,ORD
3/1/17,100112,21:22,21:47,ATL
3/2/17,100113,14:01,14:17,LAX
3/3/17,100114,8:08,8:14,ORD
3/4/17,100115,8:25,8:46,MNN
3/5/17,100116,13:02,13:23,LAX
3/6/17,100117,20:00,20:26,LAX
3/7/17,100118,19:29,19:51,ATL
3/8/17,100119,10:01,10:39,ATL
3/9/17,100120,13:30,13:42,MNN
3/10/17,100121,14:01,14:17,SEA
3/11/17,100122,15:20,15:44,SEA
3/12/17,100123,12:09,12:42,ATL
3/13/17,100124,11:08,11:35,ATL
3/14/17,100125,14:01,14:06,LAX
3/15/17,100126,12:16,12:51,LAX
3/16/17,100127,20:03,20:35,SEA
3/17/17,100128,21:17,21:47,MNN
3/18/17,100129,15:22,15:40,ATL
3/19/17,100130,16:06,16:19,SEA
3/20/17,100131,17:01,17:14,ORD
3/21/17,100132,8:20,8:41,LAX
3/22/17,100133,11:01,11:11,ORD
3/23/17,100134,18:27,19:04,MNN
3/24/17,100135,15:19,15:39,MNN
3/25/17,100136,15:01,15:35,MNN
3/26/17,100137,11:08,11:41,SEA
3/27/17,100138,14:11,14:37,LAX
3/28/17,100139,16:07,16:14,ATL
3/1/17,100140,12:11,12:27,JFK
3/2/17,100141,16:12,16:22,LAX
3/3/17,100142,14:16,14:33,ORD
3/4/17,100143,6:02,6:23,SEA
3/5/17,100144,10:12,10:19,LAX
3/6/17,100145,6:09,6:33,ORD
3/7/17,100146,13:02,13:40,MNN
3/8/17,100147,18:24,18:49,SEA
3/9/17,100148,21:04,21:27,MNN
3/10/17,100149,10:01,10:38,MNN
3/11/17,100150,19:23,20:00,MNN
3/12/17,100151,6:26,6:45,SEA
3/13/17,100152,6:01,6:14,LAX
3/14/17,100153,17:30,17:41,MNN
3/15/17,100154,20:17,20:25,ORD
3/16/17,100155,6:20,6:59,MNN
3/17/17,100156,13:15,13:36,MNN
3/18/17,100157,20:25,20:34,LAX
3/19/17,100158,8:21,8:59,MNN
3/20/17,100159,21:08,21:17,LAX
3/21/17,100160,13:23,13:41,JFK
3/22/17,100161,20:15,20:44,SEA
3/23/17,100162,21:29,21:52,LAX
3/24/17,100163,12:02,12:16,LAX
3/25/17,100164,14:20,14:44,JFK
3/26/17,100165,10:00,10:35,ATL
3/27/17,100166,21:08,21:19,LAX
3/28/17,100167,12:21,12:57,MNN
3/1/17,100168,15:14,15:48,JFK
3/2/17,100169,9:28,10:08,ORD
3/3/17,100170,15:02,15:37,SEA
3/4/17,100171,15:14,15:23,LAX
3/5/17,100172,20:08,20:37,ATL
3/6/17,100173,12:02,12:12,SEA
3/7/17,100174,14:30,14:58,SEA
3/8/17,100175,14:28,14:40,SEA
3/9/17,100176,17:07,17:43,MNN
3/10/17,100177,18:00,18:15,ORD
3/11/17,100178,21:21,21:54,LAX
3/12/17,100179,15:23,15:37,ORD
3/13/17,100180,17:12,17:37,ORD
3/14/17,100181,16:00,16:25,LAX
3/15/17,100182,18:03,18:20,JFK
3/16/17,100183,6:28,6:51,MNN
3/17/17,100184,17:02,17:32,JFK
3/18/17,100185,8:11,8:43,ORD
3/19/17,100186,7:08,7:19,JFK
3/20/17,100187,15:20,15:34,LAX
3/21/17,100188,14:13,14:50,SEA
3/22/17,100189,12:24,12:52,JFK
3/23/17,100190,6:25,6:55,ORD
3/24/17,100191,12:23,12:33,ATL
3/25/17,100192,19:14,19:27,LAX
3/26/17,100193,15:15,15:23,MNN
3/27/17,100194,10:05,10:40,ATL
3/28/17,100195,16:09,16:33,ORD
3/1/17,100196,14:12,14:32,JFK
3/2/17,100197,21:17,21:47,JFK
3/3/17,100198,11:20,11:35,LAX
3/4/17,100199,12:16,12:52,LAX
3/5/17,100200,13:14,13:40,ATL
3/6/17,100201,19:04,19:44,ORD
3/7/17,100202,13:02,13:18,SEA
3/8/17,100203,8:10,8:30,JFK
3/9/17,100204,14:25,14:42,JFK
3/10/17,100205,19:12,19:43,LAX
3/11/17,100206,12:12,12:34,MNN
3/12/17,100207,7:15,7:37,JFK
3/13/17,100208,17:04,17:41,ATL
3/14/17,100209,12:02,12:24,ATL
3/15/17,100210,18:12,18:45,SEA
3/16/17,100211,15:27,15:33,ORD
3/17/17,100212,7:13,7:48,SEA
3/18/17,100213,21:00,21:09,ATL
3/19/17,100214,20:14,20:34,ORD
3/20/17,100215,13:04,13:18,LAX
3/21/17,100216,9:30,10:04,ATL
3/22/17,100217,7:00,7:13,LAX
3/23/17,100218,7:20,7:44,SEA
3/24/17,100219,14:16,14:48,SEA
3/25/17,100220,9:03,9:12,MNN
3/26/17,100221,12:12,12:33,JFK
3/27/17,100222,6:00,6:39,SEA
3/28/17,100223,20:08,20:33,JFK
3/1/17,100224,13:15,13:53,MNN
3/2/17,100225,13:00,13:31,SEA
3/3/17,100226,15:01,15:07,MNN
3/4/17,100227,21:28,21:59,SEA
3/5/17,100228,14:07,14:39,LAX
3/6/17,100229,13:15,13:22,JFK
3/7/17,100230,16:22,16:53,MNN
3/8/17,100231,18:06,18:11,JFK
3/9/17,100232,8:06,8:42,JFK
3/10/17,100233,15:24,15:41,SEA
3/11/17,100234,20:07,20:28,SEA
3/12/17,100235,9:30,10:06,JFK
3/13/17,100236,11:28,11:47,ATL
3/14/17,100237,19:29,19:37,ORD
3/15/17,100238,10:29,10:59,ATL
3/16/17,100239,12:00,12:14,LAX
3/17/17,100240,7:22,7:30,ORD
3/18/17,100241,18:14,18:39,SEA
3/19/17,100242,9:02,9:17,MNN
3/20/17,100243,12:05,12:43,JFK
3/21/17,100244,20:01,20:25,MNN
3/22/17,100245,18:26,18:54,MNN
3/23/17,100246,20:05,20:16,JFK
3/24/17,100247,8:08,8:18,LAX
3/25/17,100248,19:30,19:42,JFK
3/26/17,100249,12:12,12:39,ATL
3/27/17,100250,19:02,19:10,JFK
3/28/17,100251,21:06,21:34,MNN
3/1/17,100252,20:06,20:31,ATL
3/2/17,100253,21:00,21:31,JFK
3/3/17,100254,18:01,18:30,SEA
11/9/12,141011,23:53,1:23,MNN
